"PLACE_NAME_MAPPING","PLACE_NAME_GAZETTEER","ALTITUDE","COMMENTS","COUNTRY_NAME","FEATURE_TYPE_NAME","GAZ_ID","GAZETTEER","LATITUDE","LONGITUDE","NAMED_FOR","NARRATIVE","SCAR_COMMON_ID","SCAR_MAP_CAT_ID","SOURCE_COUNTRY_CODE","SOURCE_IDENTIFIER","SOURCE_NAME","SOURCE_PUBLISHER","SOURCE_SCALE","RELIC_FLAG","AUS_DISPLAY_SCALE_20M","AUS_DISPLAY_SCALE_10M","AUS_DISPLAY_SCALE_5M","AUS_DISPLAY_SCALE_2M","AUS_DISPLAY_SCALE_1M","AUS_DISPLAY_SCALE_500K","AUS_DISPLAY_SCALE_250K","AUS_DISPLAY_SCALE_100K","AUS_DISPLAY_SCALE_50K","AUS_DISPLAY_SCALE_25K","AUS_DISPLAY_SCALE_10K","AUS_DISPLAY_SCALE_5K","AUS_DISPLAY_SCALE_1K"
"Prismatine Peak","Prismatine Peak",95,,"Australia","Peak",1916,"AUS",-69.4079166667,76.10875,"Originally named Tourmaline Peak by the 1986-87 ANARE Larsemann Hills party after the large deposits of what was then identified as tourmaline. Fieldwork during the 2003-2004 season confirmed that prismatine is the predominant mineral in the borosilicate-bearing rocks on the peak. Tourmaline-group minerals are also present, but are much less prominent. Dr. Ed Grew from Maine University suggested the name change and Dr. Kurt Stuwe the original proposer for the name Tourmaline Peak agreed, as it more accurately reflected the geology of the peak.","A small peak on Stornes Peninsula in the Larsemann Hills.",18107,,,,"Larsemann Hills 1:25000 Topographic GIS Dataset ","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"Proclamation Island","Proclamation Island",,,"Australia","Island",963,"AUS",-65.8388888889,53.6838888889,"Discovered and named by BANZARE (1929-31) under Sir Douglas Mawson on 13 January, 1930, when a landing was made and a proclamation read claiming the area for the British Crown.","A small, rocky island about 244 m high, about 6 km west of Cape Batterbee and 2 km off the coast of Enderby Land.",11645,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",50000,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Progress Lake","Progress Lake",58,,"Australia","Water body",1220,"AUS",-69.4022222,76.3886111,"The Russian base 'Progress' is built on the eastern shoreline of this lake. Named by the 1986-87 ANARE Field Party.","A large deep lake in the Larsemann Hills with a steep cliff face on its southern edge.",11651,,"AUS","Lars25K","Larsemann Hills 1:25000 Topographic GIS Dataset ","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"Prospect Gap","Prospect Gap",41,"Metadata for coordinates and origin of topographic data.","Australia","Gap",433,"AUS",-68.5858055556,78.1793055556,,"A defile, trending NW-SE, 0.7 km south-west of Collerson Lake on Broad Peninsula, Vestfold Hills.  The overland route from Davis to Ellis Rapids passes through the defile and from this point the first view of Ellis Fjord, Ellis Rapids and Mule Peninsula is obtained.",11662,,"AUS","vest_hills_gis","Vestfold Hills Topographic GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Prydz Bay","Prydz Bay",,,"Australia","Bay",101,"AUS",-69,76,,"A long bay lying between the eastern side of the Amery Ice Shelf and the Ingrid Christensen Coast.  Discovered and explored in February, 1935, by Capt. Klarius Mikkelsen in the norwegian whale-oil tanker <i>Thorshavn</i>.  Called Olaf Prydz Bukt after Olaf Prydz, general manager of the Hvalfangernes Assuranceforening, Sandefjord, Norway.",11677,,"AUS",,,,,0,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Prydz Channel","Prydz Channel",-500,,"Australia","Channel",336,"AUS",-67,73,"Named for its association with Prydz Bay.","An undersea channel entering Prydz Bay from the continental slope into the Amery Depression between Fram and Four Ladies Banks.  The channel is a gentle depression below 500 m and includes the poorly defined continental shelf break.",11678,,,,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Pryor Glacier","Pryor Glacier",,,"Australia","Glacier",517,"AUS",-70.0833055556,160.166694444,"M.E. Pryor, McMurdo Station in 1959, observer, Mirny 1962"," A glacier, partly in the Ross Dependency and about 57 km long, flowing north-eastwards to the sea to the north of Mount Sheilds.  Plotted from aerial photographs taken by the US Navy in 1960-62.  Named after M.E. Pryor, biologist and station scientific leader at McMurdo Station in 1959; US observer at Mirny, winter party, 1962.",11680,,"AUS",,,,,0,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Publications Ice Shelf","Publications Ice Shelf",,,"Australia","Ice shelf",732,"AUS",-69.6691944444,75.226,,"An ice shelf with an area of about 1600 square km off the Ingrid Christensen Coast.  The feature was charted and photographed in February, 1969, by members of the ANARE Prince Charles Mountains survey party during a survey between the Amery Ice Shelf and the Vestfold Hills. The name Publications was first applied to a group of glacier tongues by Dr. J.H. Roscoe, photogrammetrist with USN Op Highjump (1946-47) and USN Op Windmill (1947-48), who named the glaciers after polar publications.",11690,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Pudding Butte","Pudding Butte",,,"Australia","Butte",221,"AUS",-75.8667,159.9833,"Named by the Southern Party of the NZGSAE, 1962-63, because of a splendid feast at the nearby camp.","A butte standing 3.2 km south-west of Beta Peak, in the Prince Albert Mountains, Victoria Land.",11693,,,,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Pulpit Rock","Pulpit Rock",3,,"Australia","Rock",2449,"AUS",-53.0788888889,73.3641944444,,"A small rocky island just south of Cape Gazert on the west coast of Heard Island. The name was given by the 1948 ANARE Heard Island Expedition.",,,,,,,,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Punchbowl Cirque","Punchbowl Cirque",,,"Australia","Cirque",338,"AUS",-76.7167,159.7333,,"A cirque in the southern part of Shipton Ridge in the Allan Hills, about 1 km south-west of Roscolyn Tor.  Discovered by the NZARP Allan Hills Expedition (1964).  The name is descriptive.",11706,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Putt Peak","Putt Peak",1130,,"Australia","Peak",2022,"AUS",-53.1538888889,73.523,"Colin Putt was a member of the 1965 mountaineering party which climbed Big Ben by a route through Budd Pass.","A detached rock peak south-west of Budd Pass, Heard Island.",,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Pyramid Lake","Pyramid Lake",180,,"Australia","Water body",2699,"AUS",-54.660086,158.874669,,,,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Pyramid Peak","Pyramid Peak",250,,"Australia","Peak",2700,"AUS",-54.65863,158.871465,,"Named by Leslie Russel Blake, surveyor in 1914 for its distinctive shape.",,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"Pythagoras Peak","Pythagoras Peak",,,"Australia","Peak",1977,"AUS",-66.9833,51.35,,"The highest feature of the central Tula Mountains, having a prominent notched peak, the eastern aspect being a right-angled triangle with a perpendicular northern face.  This feature was photographed from Mt. Riiser-Larsen by ANARE led by Phillip Law in February, 1958, but was first visited and surveyed in December, 1958 by G.A. Knuckey, ANARE surveyor, during a dog-sledge journey from Amundsen Bay to Mawson.  Named after Pythagoras, Greek philosopher, whose theorem concerning a right-angled triangle is well known.",11743,,"AUS",,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Queen Mary Land","Queen Mary Land",,,"Australia","Land",1288,"AUS",-67,96,"HM Queen Mary, wife of HM King George V","The sector of Antarctica between Cape Filchner at 91 degrees  58' E and Cape Hordern in the Bunger Hills at 100 degrees 28' E.  Discovered by AAE (1911-14) under Sir Douglas Mawson, who named it after HM Queen Mary, wife of HM King George V.",18310,,"AUS",,,,,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Quest Cliffs","Quest Cliffs",,,"Australia","Cliff",344,"AUS",-82.6167,155,"<i>Quest</i>, expedition ship of the Shackleton-Rowett Antarctic Expedition (1921-22)","Isolated steep-sided rock exposures near the southern end of the Geologists Range, north of Endurance Cliffs.  Discovered by the northern party of the New Zealand Geological and Survey Antarctic Expedition (1961-62).  Named after the <i>Quest</i>, expedition ship of the Shackleton-Rowett Antarctic Expedition (1921-22).",11784,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Quilty Bay","Quilty Bay",0,,"Australia","Bay",92,"AUS",-69.4038889,76.2236111,"Named after Dr Patrick Quilty Assistant Director (Science) Australian Antarctic Division.","A bay in the Larsemann Hills west of the Stinear Peninsula.  ",11789,,"AUS","Lars25K","Larsemann Hills 1:25000 Topographic GIS Dataset ","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"Quilty Cone","Quilty Cone",,,"Australia","Cone",139186,"AUS",-52.98299,73.25963,"Named after Patrick Quilty AM, an Australian geologist who was Chief Scientist at the Australian Antarctic Division for 18 years.","Nascent volcanic cone south of Macey Cone, Laurens Peninsula, Heard Island",,,,,,"Australian Antarctic Division",,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Quinn Rock","Quinn Rock",8,,"Australia","Rock",2453,"AUS",-66.22580556,110.55," Named after Peter Quinn who was the surveyor who established a geodetic control station on this rock.  ","A longitudinal island near Casey running east-west and measuring approximately 220 m by 40 m. A steel snow pole about 1.5 m high is embedded in the rock as the station mark.",11792,,,,"Windmill Islands 1:50000 GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Rabben","Rabben",,,"Australia","Peak",1978,"AUS",-66.4544444444,54.1805833333,,"A peak about 5.5 km east of Mount Griffiths in Enderby Land.  It is about 1540 m above sea level.  Mapped from air photographs taken by the Lars Christensen Expedition (1936-37) and called Rabben (The Stony Hill) by Norwegian cartographers.",11803,,,,"LIMA - Landsat Image Mosaic Antarctica","USGS - United States Geological Survey",50000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Radio Hill","Radio Hill",,,"Australia","Hill",715,"AUS",-66.55,93,,"A small hill just south-west of the main part of the station at Mirny.  Discovered by members of the Soviet Antarctic Expedition (1956) and called Sopka Radio (Radio Hill).",11817,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Radok Automatic Weather Station","Radok Automatic Weather Station",,,"Australia","AWS",16,"AUS",-71.6,111.25,"Named for Dr Uwe Radok, an Australian Antarctic glaciologist.  Radok undertook research in meteorology and glaciology at the University of Melbourne with Dr Fritz Loewe, becoming Head of the Department on Loewe's retirement.  During the International Geophysical Year Radok developed the ANARE glaciology project with Loewe leading to the first ANARE glaciologist wintering at an Australian Station (Mawson) in 1957.  He continued to supervise the Antarctic glaciology research program until it was well established as an Antarctic Division activity.  The naming of the automatic weather station for Dr Uwe Radok recognises the great contribution he made to Antarctic science.","The automatic weather station (formerly known as G041) was established in October 1984.  It is located at an elevation of 2790 m.",11821,,,,"Windmill Islands 1:50000 GIS Dataset","Australian Antarctic Division",5000,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Radok Lake","Radok Lake",,,"Australia","Water body",1231,"AUS",-70.8597222222,67.9963888889,,"A meltwater lake about 9 km long and marked by a slender glacier tongue feeding into it.  The lake is at the eastern extremity of the Aramis Range in the Prince Charles Mountains about 6 km west of Beaver Lake.  Plotted from ANARE air photographs taken during 1956. Named after Dr Uwe Radok, lecturer in meteorology at the University of Melbourne, who has greatly assisted ANARE''s glaciological programme.",11822,,,,"Landsat Image Mosaic Antarctica (LIMA)","United States Geological Survey (USGS)",25000,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Raggatt Mountains","Raggatt Mountains",,,"Australia","Mountain",1593,"AUS",-67.7167,49.25,"Dr. H.G. Raggatt, Secretary of the Australian Department of National Development 1951-65","A group of peaks lying east of the Rayner Glacier and north of the Thyer Glacier in Enderby Land.  Delineated from air photos taken by RAAF Antarctic Flight in 1956.",11827,,,,,,,0,"No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
"Ragged Peaks","Ragged Peaks",,,"Australia","Peak",1979,"AUS",-66.9833,51,"descriptive","A prominent group of peaks on the eastern side of Amundsen Bay in line running almost NS.  The peaks, extending for approximately 15 km contain several spires and the ridge connecting the peaks is much serrated.  There are 5 peaks over 1000 m.  Sighted in October, 1956, by members of the ANARE Amundsen Bay party led by Peter W. Crohn.  The name is descriptive.",11828,,"AUS",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Ragotzkie Glacier","Ragotzkie Glacier",,,"Australia","Glacier",518,"AUS",-80.0333,157.8333,"Named by USACAN after R.A. Ragotzkie, project director for the study of lakes in the ice-free valleys, who made personal studies in Victoria Land during the 1962-63 season.","A glacier about 17 km long, flowing northward along the western side of Mount Aldrich and coalescing with other glaciers to flow into Hatherton Glacier to the south-west of Junction Spur.  Mapped from air photographs taken by the US Navy.",11830,,,,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Ragotzkie Icefall","Ragotzkie Icefall",,,"Australia","Icefall",138243,"AUS",-80.05,158,"Named by US-ACAN in association with Ragotzkie Glacier","An icefall 5 km wide in the E-central part of Ragotzkie Glacier, Britannia Range. The icefall is a significant distributary of Ragotzkie ice to Alley Glacier, which occupies the valley to the east. ",17115,,"NZ",,,,,0,"No","No","No","No","No","No","No","No","No","No","No","No","No"
"Raine Point","Raine Point",0,,"Australia","Point",2701,"AUS",-54.715844,158.852898,"Named for Captain Thomas Raine of the ship 'Surry' who visited Macquarie Island for the second time in 1821.","The name appears on the map prepared by Lieutenant William Langdon in 1822.  Captain Thomas Raine of the ship 'Surry' played a prominent part in the early history of Sydney.  He returned to Sydney from his second visit to Macquarie Island a few days after Langdon arrived in Sydney from England on 30 November 1821.  Both captains were in Sydney for several weeks and it is reasonable to assume that information provided by Raine influenced Langdon's decision to return to England via Macquarie Island.",,,"AUS","MIvegmap,macca_contour_gis","Macquarie Island Vegetation and Drainage Structure Data Set,Mac Island Contours from AIRSAR Aug 2000","Australian Antarctic Division",25000,0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No"
